ID|CONGLOMERADO|NSELV|VIVREM|NSELVREMP|ID_MUESTRA|ESTRATO|DOMINIO|PERIODO|CCDD|DEPARTAMENTO|CCPP|PROVINCIA|CCDI|DISTRITO|CODCCPP|NOMCCPP|ZONA|MANZANA|AER_INI|AER_FIN|AREA|GPS_LONG|GPS_LAT|GPS_ALT|RESVIV|RFINAL|VIVIENDA|TOHOGAR|HOGAR_ID|C1P101|C1P101_O|C1P102|C1P102_O|C1P103|C1P103_O|C1P104|C1P104_O|C1P105|C1P105_O|C1P106|C1P106_O|C1P107|C1P107_O|C1P108|C1P109|C1P110_1|C1P110_2|C1P110_3|C1P110_4|C1P110_5|C1P110_6|C1P110_7|C1P111|C1P112_1|C1P112_1_COD|C1P112_2|C1P112_2_COD|C1P112_3|C1P112_3_COD|C1P200|FACTOR_VIV
61938|02722|0012|0||1|||3|20|PIURA|04|MORROPON|10|YAMANGO|0061|FERNANDO BELAUNDE|||001|002|5|-79.731806|-5.1158735|1814.0|1|1|004|1|1|1||3||4||6||5|LINTERNA A PILAS|7||7||4|3|2|2|2|2|2|2|2|2|||||||2|4671.56925571087
62003|02722|0077|0||1|||3|20|PIURA|04|MORROPON|10|YAMANGO|0008|TABLONES|||001|002|5|-79.731331|-5.1000108|2418.0|1|1|005|1|1|1||8||4||6||1||2||5||1|0|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
62004|02722|0078|0||1|||3|20|PIURA|04|MORROPON|10|YAMANGO|0008|TABLONES|||001|002|5|-79.731191|-5.0999768|2397.0|1|1|006|1|1|1||3||3||6||1||1||5||4|3|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
62005|02722|0079|0||1|||3|20|PIURA|04|MORROPON|10|YAMANGO|0008|TABLONES|||001|002|5|-79.738444|-5.0961813|2427.0|1|1|007|1|1|1||3||3||6||5|PANEL SOLAR|7||7||3|2|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
62006|02722|0080|0||1|||3|20|PIURA|04|MORROPON|10|YAMANGO|0008|TABLONES|||001|002|5|-79.734306|-5.1060295|2275.0|1|1|008|1|1|1||3||3||6||5|LINTERNA A PILAS|1||5||3|2|2|2|2|2|2|2|2|2|||||||2|4671.56925571087
23704|03148|0013|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.832152|-5.9012528|121.0|1|1|001|1|1|1||8||4||5||1||1||1||2|0|2|2|2|2|2|2|2|2|||||||1|4671.56925571087
23706|03148|0015|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.831746|-5.8994938|130.0|1|1|003|1|1|1||3||4||6||1||1||5||3|2|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
23781|03148|0090|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.832118|-5.8990569|128.0|1|1|005|1|1|1||3||4||5||1||1||1||1|1|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
23782|03148|0091|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.832061|-5.8990528|125.0|1|1|006|1|1|1||3||4||6||1||2||3||2|1|1|2|2|2|2|2|1|2|||||||2|4671.56925571087
23783|03148|0092|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.831916|-5.8991494|124.0|1|1|007|1|1|1||3||4||5||1||1||3||2|1|2|2|2|1|1|2|1|2|||||||2|4671.56925571087
23784|03148|0093|0||1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.831980|-5.8990677|120.0|1|1|008|1|1|1||3||4||5||1||1||5||3|2|1|2|2|1|2|2|1|2|||||||1|4671.56925571087
23777|03148|0086|1|0014|1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.838687|-5.9003603|113.0|1|1|009|1|1|1||3||4||5||1||1||3||2|1|2|2|2|2|2|2|1|2|||||||2|4671.56925571087
23778|03148|0087|1|0016|1|||5|14|LAMBAYEQUE|03|LAMBAYEQUE|08|OLMOS|0083|CORRAL DE ARENA LA ESPERA|||023|024|5|-79.838528|-5.9004193|142.0|1|1|010|1|1|1||3||4||6||1||1||1||2|2|2|2|2|2|2|2|1|2|||||||1|4671.56925571087
22441|03338|0006|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|024|||1|-79.850541|-6.7613425|36.0|1|1|001|1|1|1||2||1||3||1||1||1||4|3|1|2|2|2|2|2|1|2|||||||1|4810.55151984834
22514|03338|0079|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|027|||1|-79.852178|-6.7609811|41.0|1|1|004|1|1|1||1||1||3||1||1||1||5|4|1|1|1|1|1|1|1|2|||||||2|4810.55151984834
22528|03338|0093|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|028|||1|-79.852300|-6.7606241|42.0|1|1|005|1|1|1||1||1||5||1||1||1||4|4|2|2|1|1|1|2|1|2|||||||1|4810.55151984834
22556|03338|0121|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|029|||1|-79.852926|-6.7611857|36.0|1|1|006|1|1|1||1||1||3||1||1||1||3|2|1|2|1|1|2|2|1|2|||||||1|4810.55151984834
22569|03338|0134|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|030|||1|-79.852972|-6.7606372|45.0|1|1|007|1|1|1||3||4||5||1||1||1||3|2|1|1|2|2|2|2|1|2|||||||1|4810.55151984834
22597|03338|0162|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|032A|||1|-79.853323|-6.7619608|52.0|1|1|008|1|1|1||1||1||5||1||1||1||4|3|1|2|2|2|2|2|1|2|||||||3|4810.55151984834
22456|03338|0021|1|0035|1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|024|||1|-79.850954|-6.7613845|39.0|1|1|009|1|1|1||1||1||5||1||1||1||3|2|1|1|2|1|2|1|1|2|||||||3|4810.55151984834
22500|03338|0065|1|0050|1|||1|14|LAMBAYEQUE|01|CHICLAYO|01|CHICLAYO|0001|CHICLAYO|00600|026|||1|-79.851373|-6.7609573|35.0|1|1|010|1|1|1||1||1||3||1||1||1||3|2|1|1|1|1|1|2|1|2|||||||2|4810.55151984834
22634|03804|0029|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|033|||1|-79.837238|-6.7597976|44.0|1|1|002|1|1|1||1||1||3||1||1||1||3|1|1|1|2|1|1|1|1|2|||||||1|4810.55151984834
22680|03804|0075|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|034|||1|-79.837892|-6.7593152|44.0|1|1|004|1|1|1||1||1||5||1||1||1||4|3|1|2|2|2|2|2|1|2|||||||1|4810.55151984834
22693|03804|0088|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|034|||1|-79.837743|-6.7597505|44.0|1|1|005|1|1|1||3||1||5||1||1||1||3|2|1|1|1|1|2|2|1|2|||||||4|4810.55151984834
22720|03804|0115|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|035|||1|-79.838237|-6.7595522|49.0|1|1|006|1|1|1||1||4||5||1||1||1||4|2|2|2|2|2|2|2|1|2|||||||1|4810.55151984834
22737|03804|0132|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|036|||1|-79.838957|-6.7591486|40.0|1|1|007|1|1|1||1||1||3||1||1||1||3|2|1|2|1|1|1|1|1|2|||||||2|4810.55151984834
22763|03804|0158|0||1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|036|||1|-79.839250|-6.7595364|28.0|1|1|008|1|1|1||1||1||3||1||1||1||4|3|1|1|2|2|2|2|1|2|||||||1|4810.55151984834
22621|03804|0016|1|0003|1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|033|||1|-79.837260|-6.7595605|34.0|1|1|009|1|1|2||1||1||3||1||1||1||3|2|1|2|2|1|2|2|1|2|||||||2|4810.55151984834
22665|03804|0060|1|0046|1|||1|14|LAMBAYEQUE|01|CHICLAYO|05|JOSE LEONARDO ORTIZ|0001|JOSE LEONARDO ORTIZ|01500|033|||1|-79.837674|-6.7598702|41.0|1|1|010|1|1|1||3||5||5||1||1||1||3|2|1|2|2|1|2|2|1|2|||||||1|4810.55151984834
23105|04094|0008|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|001|||1|-79.888144|-6.7781958|25.0|1|1|001|1|1|1||1||1||5||1||1||1||2|1|2|2|2|1|2|2|1|2|||||||1|4810.55151984834
23131|04094|0034|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|002|||1|-79.888133|-6.7780560|30.0|1|1|002|1|1|1||1||1||5||1||1||1||2|1|1|1|2|1|2|2|1|2|||||||1|4810.55151984834
23144|04094|0047|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|003|||1|-79.887155|-6.7779668|31.0|1|1|003|1|1|1||3||4||5||1||8|RED PUBLICA DE LA CASA DEL VECINO|1||5|3|1|2|2|1|2|2|1|2|||||||2|4810.55151984834
23170|04094|0073|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|005|||1|-79.887368|-6.7783311|32.0|1|1|004|1|1|1||1||4||5||1||3||1||3|2|1|2|1|1|2|2|1|2|||||||2|4810.55151984834
23187|04094|0090|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|006|||1|-79.886931|-6.7782330|34.0|1|1|005|1|1|1||1||1||5||1||1||1||1|0|1|1|2|2|2|2|1|2|||||||1|4810.55151984834
23213|04094|0116|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|007|||1|-79.886068|-6.7785142|38.0|1|1|006|1|1|1||1||1||3||1||1||1||6|5|1|2|2|1|2|2|1|2|||||||2|4810.55151984834
23227|04094|0130|0||1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|008|||1|-79.885429|-6.7783653|38.0|1|1|007|1|1|1||1||1||3||1||1||1||1|0|2|2|2|1|2|2|1|1|SAN MARTIN|22|RIOJA|08|NUEVA CAJAMARCA|04|1|4810.55151984834
23117|04094|0020|1|0159|1|||2|14|LAMBAYEQUE|01|CHICLAYO|12|PIMENTEL|0008|LA PRADERA|00600|001|||1|-79.888493|-6.7777594|43.0|1|1|009|1|1|1||1||1||5||1||1||1||6|5|1|1|1|1|2|2|1|2|||||||2|4810.55151984834
23265|04182|0003|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|011|||1|-79.556559|-6.8860538|97.0|1|1|001|1|1|1||3||5||5||1||1||1||5|3|1|2|2|2|1|1|2|2|||||||2|4810.55151984834
23292|04182|0030|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|012|||1|-79.556952|-6.8865675|88.0|1|1|002|1|1|1||3||5||5||1||1||1||1|0|1|2|2|1|1|2|1|2|||||||2|4810.55151984834
23307|04182|0045|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|015|||1|-79.557668|-6.8864159|88.0|1|1|003|1|1|1||1||1||3||1||1||1||4|3|1|1|1|1|2|2|1|2|||||||2|4810.55151984834
23336|04182|0074|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|017A|||1|-79.557124|-6.8868533|90.0|1|1|004|1|1|1||1||1||5||1||1||1||2|1|1|2|2|1|1|2|1|2|||||||1|4810.55151984834
23352|04182|0090|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|020|||1|-79.557750|-6.8871456|88.0|1|1|005|1|1|1||1||1||5||1||1||1||3|2|2|2|2|2|1|2|1|2|||||||1|4810.55151984834
23380|04182|0118|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|023|||1|-79.558104|-6.8865523|87.0|1|1|006|1|1|1||1||4||5||1||1||1||2|1|2|2|2|1|1|2|1|2|||||||2|4810.55151984834
23322|04182|0060|1|0133|1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|016|||1|-79.557603|-6.8864380|85.0|1|1|010|1|1|1||3||5||5||1||1||1||4|3|1|1|2|1|1|2|1|2|||||||1|4810.55151984834
23366|04182|0104|1|0161|1|||4|14|LAMBAYEQUE|01|CHICLAYO|16|CAYALTI|0001|CAYALTI|00200|021|||1|-79.557918|-6.8872313|94.0|1|1|011|1|1|1||1||1||5||1||1||1||3|2|1|1|2|1|1|2|1|2|||||||3|4810.55151984834
23483|0431701|0047|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|047C|||1|-79.698953|-6.7443595|74.0|1|1|004|1|1|1||1||1||3||1||1||1||2|1|2|2|2|2|2|2|1|2|||||||1|4810.55151984834
23503|0431701|0067|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|047C|||1|-79.699136|-6.7432461|64.0|1|1|005|1|1|1||3||4||6||1||8|RED PUBLICA DE LA CASA DEL VECINO|7||2|1|2|2|2|2|2|2|2|2|||||||1|4810.55151984834
23513|0431701|0077|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|048|||1|-79.698480|-6.7445314|74.0|1|1|006|1|1|1||3||4||5||1||1||1||2|1|1|2|2|2|2|2|1|2|||||||2|4810.55151984834
23534|0431701|0098|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|049|||1|-79.698937|-6.7443991|75.0|1|1|007|1|1|1||3||4||5||1||1||1||5|4|1|2|2|1|1|2|1|2|||||||4|4810.55151984834
23544|0431701|0108|0||1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|049|||1|-79.699492|-6.7444553|72.0|1|1|008|1|1|1||3||4||5||1||1||1||6|4|1|2|2|1|1|2|1|2|||||||8|4810.55151984834
23461|0431701|0025|1|0015|1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|047C|||1|-79.698416|-6.7433738|72.0|1|1|009|1|1|1||1||1||3||1||1||1||3|2|1|2|1|1|2|2|1|2|||||||2|4810.55151984834
23493|0431701|0057|1|0005|1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|047C|||1|-79.699078|-6.7435842|71.0|1|1|010|1|1|1||1||4||5||1||1||1||5|4|2|2|2|2|2|2|1|2|||||||1|4810.55151984834
23473|0431701|0037|1|0035|1|||4|14|LAMBAYEQUE|01|CHICLAYO|20|TUMAN|0001|TUMAN|00300|047C|||1|-79.698536|-6.7440964|70.0|1|1|013|1|1|1||3||5||5||1||1||1||5|3|2|2|2|1|2|2|1|2|||||||1|4810.55151984834
9503|04418|0029|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.159882|-5.3972394|1354.0|1|1|001|1|1|1||3||4||5||1||1||1||1|1|1|2|2|2|2|2|1|2|||||||1|4671.56925571087
9504|04418|0030|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.159734|-5.3972293|1344.0|1|1|002|1|1|1||3||4||6||1||1||1||3|3|2|2|2|2|1|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|TABACONAS|07|2|4671.56925571087
9505|04418|0031|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.159633|-5.3972723|1342.0|1|1|003|1|1|1||3||4||5||1||1||1||4|3|2|2|2|2|2|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|TABACONAS|07|2|4671.56925571087
9506|04418|0032|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.159680|-5.3972396|1348.0|1|1|004|1|1|1||3||4||5||1||1||1||1|1|2|2|2|2|2|2|1|2|||||||2|4671.56925571087
9580|04418|0106|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.160134|-5.3966894|1357.0|1|1|005|1|1|1||3||4||5||1||1||1||1|1|1|2|1|1|1|2|1|1|CAJAMARCA|06|JAEN|08|JAEN|01|2|4671.56925571087
9582|04418|0108|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.160071|-5.3966622|1351.0|1|1|007|1|1|1||3||4||6||1||2||2||1|1|1|2|2|2|2|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|TABACONAS|07|2|4671.56925571087
9583|04418|0109|0||1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.159993|-5.3967994|1353.0|1|1|008|1|1|1||3||4||5||1||1||1||2|1|2|2|2|2|2|2|1|2|||||||2|4671.56925571087
9579|04418|0105|1|0107|1|||5|06|CAJAMARCA|09|SAN IGNACIO|07|TABACONAS|0078|LA BERMEJA|||026|027|5|-79.160649|-5.3965999|1325.0|1|1|012|1|1|1||3||4||5||1||1||1||1|1|1|1|2|2|1|2|1|2|||||||2|4671.56925571087
9181|04529|0030|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|01|SAN IGNACIO|0013|URRANCHE|||006|007|5|-79.047158|-5.0856790|1462.0|1|1|001|1|1|1||3||4||5||1||1||1||2|1|1|2|2|2|2|2|1|2|||||||1|4671.56925571087
9182|04529|0031|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|01|SAN IGNACIO|0013|URRANCHE|||006|007|5|-79.047062|-5.0857046|1479.0|1|1|002|1|1|1||3||4||6||1||1||1||2|1|1|2|2|2|2|2|1|2|||||||1|4671.56925571087
9183|04529|0032|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|01|SAN IGNACIO|0013|URRANCHE|||006|007|5|-79.047089|-5.0855988|1474.0|1|1|003|1|1|1||3||4||6||1||1||3||2|2|2|2|2|2|2|2|1|1|CAJAMARCA|06|SAN IGNACIO|09|SAN IGNACIO|01|1|4671.56925571087
9184|04529|0033|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|01|SAN IGNACIO|0013|URRANCHE|||006|007|5|-79.047138|-5.0853940|1477.0|1|1|004|1|1|1||3||4||6||1||1||1||3|2|2|2|2|2|2|2|2|2|||||||2|4671.56925571087
9242|04529|0091|0||1|||6|06|CAJAMARCA|09|SAN IGNACIO|01|SAN IGNACIO|0013|URRANCHE|||006|007|5|-79.045896|-5.0795462|1467.0|1|1|006|1|1|1||3||4||5||1||1||3||6|1|2|2|2|2|1|2|1|2|||||||2|4671.56925571087
